sku,attribute_set_code,product_type,additional_attributes
848049037423,Migration_Default,simple,"color=Black Lightweight Performance T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
ev-tech-lightweight-performance-t-shirt,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Shirts,technology=everdri,offline_product=Yes,filter_color=Black|Blue,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049020906,Migration_Default,simple,"color=Black Battlegorund T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020913,Migration_Default,simple,"color=Black Battlegorund T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020920,Migration_Default,simple,"color=Black Battlegorund T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020937,Migration_Default,simple,"color=Black Battlegorund T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049020982,Migration_Default,simple,"color=Grey Battlegorund T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020999,Migration_Default,simple,"color=Grey Battlegorund T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049021002,Migration_Default,simple,"color=Grey Battlegorund T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049021019,Migration_Default,simple,"color=Grey Battlegorund T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020944,Migration_Default,simple,"color=Charcoal Battlegorund T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020951,Migration_Default,simple,"color=Charcoal Battlegorund T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049020968,Migration_Default,simple,"color=Charcoal Battlegorund T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020975,Migration_Default,simple,"color=Charcoal Battlegorund T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
ev-tech-battleground-t-shirt,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Shirts,technology=everdri,offline_product=Yes,filter_color=Black|Charcoal|Grey,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049013533,Migration_Default,simple,"color=White Ventilate T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013540,Migration_Default,simple,"color=White Ventilate T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013557,Migration_Default,simple,"color=White Ventilate T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013564,Migration_Default,simple,"color=White Ventilate T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013458,Migration_Default,simple,"color=Black Ventilate T-Shirt,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013465,Migration_Default,simple,"color=Black Ventilate T-Shirt,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013472,Migration_Default,simple,"color=Black Ventilate T-Shirt,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013489,Migration_Default,simple,"color=Black Ventilate T-Shirt,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013496,Migration_Default,simple,"color=Charcoal Ventilate T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013502,Migration_Default,simple,"color=Charcoal Ventilate T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013519,Migration_Default,simple,"color=Charcoal Ventilate T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013526,Migration_Default,simple,"color=Charcoal Ventilate T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
ev-tech-ventilate-t-shirt,Migration_Default,configurable,"gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Shirts,technology=everdri,offline_product=No,filter_color=Black|Charcoal|White,exclude_tag=Yes"
848049020708,Migration_Default,simple,"color=Navy Blue Shield T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020715,Migration_Default,simple,"color=Navy Blue Shield T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020722,Migration_Default,simple,"color=Navy Blue Shield T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020739,Migration_Default,simple,"color=Navy Blue Shield T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049020661,Migration_Default,simple,"color=Black Shield T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020678,Migration_Default,simple,"color=Black Shield T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049020685,Migration_Default,simple,"color=Black Shield T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049020692,Migration_Default,simple,"color=Black Shield T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
ev-tech-shield-training-t-shirt,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Shirts,technology=everdri,offline_product=Yes,filter_color=Black|Navy Blue,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049013571,Migration_Default,simple,"color=Black Emission T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013588,Migration_Default,simple,"color=Black Emission T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013595,Migration_Default,simple,"color=Black Emission T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013601,Migration_Default,simple,"color=Black Emission T-Shirt,is_recurring=No,gift_wrapping_available=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,offline_product=Yes,custom_layout_update_file=No update"
848049013618,Migration_Default,simple,"color=Blue Emission T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013625,Migration_Default,simple,"color=Blue Emission T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013632,Migration_Default,simple,"color=Blue Emission T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013649,Migration_Default,simple,"color=Blue Emission T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013656,Migration_Default,simple,"color=White Emission T-Shirt,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013663,Migration_Default,simple,"color=White Emission T-Shirt,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013670,Migration_Default,simple,"color=White Emission T-Shirt,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
848049013687,Migration_Default,simple,"color=White Emission T-Shirt,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,technology=everdri,custom_layout_update_file=No update"
ev-tech-emission-t-shirt,Migration_Default,configurable,"gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Shirts,technology=everdri,filter_color=Black|Blue|White,exclude_tag=Yes"
848049005859,Migration_Default,simple,"color=Black2,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=161"
848049005866,Migration_Default,simple,"color=Black2,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=162"
848049005873,Migration_Default,simple,"color=Black2,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=163"
848049005880,Migration_Default,simple,"color=Black2,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=12"
ev-tech-compression-short,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Undergarments>Compression Undergarment Shorts,offline_product=No,filter_color=Black,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049024775,Migration_Default,simple,"color=Black2,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=161"
848049024782,Migration_Default,simple,"color=Black2,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=162"
848049024799,Migration_Default,simple,"color=Black2,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=163"
848049024805,Migration_Default,simple,"color=Black2,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=12"
ev-tech-triathlon-short,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Undergarments>Compression Undergarment Shorts,offline_product=Yes,filter_color=Black,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049036877,Migration_Default,simple,"color=Black2,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,exclude_tag=No,custom_layout_update_file=No update"
848049036884,Migration_Default,simple,"color=Black2,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
848049036891,Migration_Default,simple,"color=Black2,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
ev-tech-compress-x-long-sleeve-top,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Undergarments>Active Underwear,offline_product=Yes,filter_color=Black,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049036907,Migration_Default,simple,"color=Black2,is_recurring=No,gift_wrapping_available=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=162"
848049036914,Migration_Default,simple,"color=Black2,is_recurring=No,gift_wrapping_available=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=163"
848049036921,Migration_Default,simple,"color=Black2,is_recurring=No,gift_wrapping_available=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=12"
ev-tech-compress-x-short-sleeve-top,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Undergarments>Active Underwear,offline_product=Yes,filter_color=Black,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049036969,Migration_Default,simple,"color=Black2,is_recurring=No,size=M,google_product_category=Apparel & Accessories > Clothing > Outerwear,exclude_tag=No,custom_layout_update_file=No update,swatch_data=size=162"
848049036976,Migration_Default,simple,"color=Black2,is_recurring=No,size=L,google_product_category=Apparel & Accessories > Clothing > Outerwear,exclude_tag=No,custom_layout_update_file=No update,swatch_data=size=163"
848049036983,Migration_Default,simple,"color=Black2,is_recurring=No,gift_wrapping_available=No,size=XL,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=Yes,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=12"
ev-tech-compress-x-legging,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Undergarments>Active Underwear,offline_product=Yes,filter_color=Black,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049036938,Migration_Default,simple,"color=Black2,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update,swatch_data=size=162"
848049036945,Migration_Default,simple,"color=Black2,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update,swatch_data=size=163"
848049036952,Migration_Default,simple,"color=Black2,is_recurring=No,gift_wrapping_available=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=size=12"
ev-tech-compress-x-tank,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Undergarments>Active Underwear,offline_product=No,filter_color=Black,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
848049033852,Migration_Default,simple,"color=Blue Evolved Jacket,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
848049033869,Migration_Default,simple,"color=Blue Evolved Jacket,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
848049033876,Migration_Default,simple,"color=Blue Evolved Jacket,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
848049033883,Migration_Default,simple,"color=Blue Evolved Jacket,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
848049033814,Migration_Default,simple,"color=Black Evolved Jacket,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
848049033821,Migration_Default,simple,"color=Black Evolved Jacket,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
848049033838,Migration_Default,simple,"color=Black Evolved Jacket,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
848049033845,Migration_Default,simple,"color=Black Evolved Jacket,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
ev-tech-evolved-performance-jacket,Migration_Default,configurable,"gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Jackets,offline_product=No,filter_color=Black|Blue,exclude_tag=Yes"
840222113139,Migration_Default,simple,"color=555,is_recurring=No,size=One Size,gender=unisex,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,custom_layout_update_file=No update,swatch_data=color=555"
840222113146,Migration_Default,simple,"color=Pink Activity Tracker,is_recurring=No,size=One Size,gender=unisex,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=color=556"
840222113153,Migration_Default,simple,"color=Yellow Activity Tracker,is_recurring=No,size=One Size,gender=unisex,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=color=557"
wireless-activity-tracker,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=unisex,google_product_category=Sporting Goods>Exercise & Fitness,offline_product=No,filter_color=Black|Pink|Yellow,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=Yes"
840222102348,Migration_Default,simple,"color=Black Pedometer,is_recurring=No,size=One Size,gender=unisex,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,exclude_tag=No,custom_layout_update_file=No update"
840222102362,Migration_Default,simple,"color=Pink Pedometer,is_recurring=No,gift_wrapping_available=No,size=One Size,gender=unisex,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,exclude_tag=No,custom_layout_update_file=No update"
840222102386,Migration_Default,simple,"color=Yellow Pedometer,is_recurring=No,size=One Size,gender=unisex,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,exclude_tag=No,custom_layout_update_file=No update"
pedometer-watch,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=unisex,google_product_category=Sporting Goods>Exercise & Fitness,offline_product=No,filter_color=Black|Pink|Yellow,limited_edition=No,exclude_tag=Yes"
9283576196,Migration_Default,simple,"color=Black Classic Hoodie,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576202,Migration_Default,simple,"color=Black Classic Hoodie,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576219,Migration_Default,simple,"color=Black Classic Hoodie,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576226,Migration_Default,simple,"color=Black Classic Hoodie,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576233,Migration_Default,simple,"color=Black Classic Hoodie,is_recurring=No,size=XXL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576141,Migration_Default,simple,"color=Grey Classic Hoodie,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576158,Migration_Default,simple,"color=Grey Classic Hoodie,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576165,Migration_Default,simple,"color=Grey Classic Hoodie,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576172,Migration_Default,simple,"color=Grey Classic Hoodie,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
9283576189,Migration_Default,simple,"color=Grey Classic Hoodie,is_recurring=No,size=XXL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No"
mens-classic-hoodie,Migration_Default,configurable,"is_recurring=Yes,gift_wrapping_available=No,gender=male,google_product_category=Apparel & Accessories>Clothing>Shirts & Tops>Sweatshirts,offline_product=Yes,filter_color=Black|Grey,sizing_chart_info=Size Chart_Men's Classic Authentic Tops,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,sizechart=size-charts/mens-tops"
9283576295,Migration_Default,simple,"color=Black Classic Sweatpants,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576301,Migration_Default,simple,"color=Black Classic Sweatpants,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576318,Migration_Default,simple,"color=Black Classic Sweatpants,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576325,Migration_Default,simple,"color=Black Classic Sweatpants,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576332,Migration_Default,simple,"color=Black Classic Sweatpants,is_recurring=No,size=XXL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576240,Migration_Default,simple,"color=Grey Classic Sweatpants,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576257,Migration_Default,simple,"color=Grey Classic Sweatpants,is_recurring=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576264,Migration_Default,simple,"color=Grey Classic Sweatpants,is_recurring=No,size=L,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576271,Migration_Default,simple,"color=Grey Classic Sweatpants,is_recurring=No,size=XL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
9283576288,Migration_Default,simple,"color=Grey Classic Sweatpants,is_recurring=No,size=XXL,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,custom_layout_update_file=No update"
mens-classic-sweatpants,Migration_Default,configurable,"gender=male,google_product_category=Apparel & Accessories>Clothing>Activewear>Active Pants,offline_product=No,filter_color=Black|Grey,sizing_chart_info=Size Chart_Men's Classic Authentic Bottoms,sizechart=size-charts/mens-bottoms"
9283576394,Migration_Default,simple,"color=Black Classic Full Zip Hoodie,is_recurring=No,size=S,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=No,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=color=565&size=161"
9283576400,Migration_Default,simple,"color=Black Classic Full Zip Hoodie,is_recurring=No,gift_wrapping_available=No,size=M,gender=male,google_product_category=Apparel & Accessories > Clothing > Outerwear,offline_product=Yes,limited_edition=No,estimated_delivery_enable=Inherited,estimated_shipping_enable=Inherited,exclude_tag=No,swatch_data=color=565&size=162"
